Time (s),ECG
0.159,-0.11762509914740257
0.16,-0.11554814610842742
0.161,-0.11348900375335767
0.162,-0.11144230806146051
0.163,-0.10939827275533195
0.164,-0.10734189937017916
0.165,-0.10525852713725722
0.166,-0.10313991377746644
0.167,-0.10097780735395505
0.168,-0.09876394081259676
0.169,-0.09649003198199148
0.17,-0.09414778357346486
0.171,-0.09173044175415414
0.17200000000000001,-0.08924116937911405
0.17300000000000001,-0.08668701257037724
0.17400000000000002,-0.08407501155184145
0.17500000000000002,-0.08141219143013016
0.176,-0.07870556219459307
0.177,-0.07596211871730532
0.178,-0.07318884075306809
0.179,-0.07039269293940875
0.18,-0.06758062479658
0.181,-0.064759570790901
0.182,-0.06193645068658592
0.183,-0.05911816929778177
0.184,-0.056311616321820454
0.185,-0.053523666338760156
0.186,-0.050761178811384464
0.187,-0.04803099808520324
0.188,-0.0453399533884521
0.189,-0.04269485883209238
0.19,-0.040102513409811566
0.191,-0.03756822415760287
0.192,-0.03508732469372081
0.193,-0.03265101877767206
0.194,-0.030250482043079004
0.195,-0.027876875006290075
0.196,-0.025521343066379473
0.197,-0.023175016505147205
0.198,-0.020829010487119444
0.199,-0.018474425059547942
0.2,-0.0161023451524105
0.201,-0.013705094670937926
0.202,-0.011283683044751797
0.203,-0.008842808772397393
0.20400000000000001,-0.006387233222859203
0.20500000000000002,-0.003921718572405733
0.20600000000000002,-0.0014510107069204098
0.20700000000000002,0.0010201599571478767
0.20800000000000002,0.0034870781206920976
0.209,0.005945043601879243
0.21,0.008389371336150643
0.211,0.01081455294356299
0.212,0.01320910928016808
0.213,0.015558973700107732
0.214,0.017850084023597695
0.215,0.020068393188127916
0.216,0.022199869248462404
0.217,0.02423049537663946
0.218,0.0261462698619713
0.219,0.027933206111044363
0.22,0.029577332647719123
0.221,0.031068633091191657
0.222,0.032426057202607925
0.223,0.033681480394922754
0.224,0.034866852708622595
0.225,0.036014139301467386
0.226,0.03715532044849206
0.227,0.038322391542004876
0.228,0.03954736309158852
0.229,0.04086226072409999
0.23,0.042299125183669885
0.231,0.04388294305548349
0.232,0.04558524344753774
0.233,0.04735311563133442
0.234,0.04913353778080322
0.23500000000000001,0.05087350318714801
0.23600000000000002,0.05252002025884678
0.23700000000000002,0.05402011252165116
0.23800000000000002,0.05532081861858767
0.23900000000000002,0.05636919230995647
0.24,0.0571123024733319
0.241,0.05750502610194695
0.242,0.0575629466882081
0.243,0.05733012554699424
0.244,0.05685080270942463
0.245,0.05616923332389209
0.246,0.05532968765606398
0.247,0.054376451088881325
0.248,0.05335382412255978
0.249,0.05230612237458873
0.25,0.05127767657973193
0.251,0.050308289445098235
0.252,0.04939865621438797
0.253,0.048529064027416406
0.254,0.04768776163037638
0.255,0.046863383404428104
0.256,0.04604454603149291
0.257,0.04521984849425264
0.258,0.04437787207615025
0.259,0.04350718036138922
0.26,0.04259631923493412
0.261,0.04163466211244363
0.262,0.04061854680987878
0.263,0.03954773567718741
0.264,0.038421997555204784
0.265,0.03724108358552661
0.266,0.03600472721050972
0.267,0.034712644173271454
0.268,0.03336453251769006
0.269,0.031960072588404664
0.27,0.03049892703081525
0.271,0.028979609475879905
0.272,0.027390988080527756
0.273,0.02571704728653109
0.274,0.02394171626678114
0.275,0.022048906494929695
0.276,0.020022511745389503
0.277,0.01784640809333416
0.278,0.01550445391469803
0.279,0.012980489886176023
0.28,0.010258338985224326
0.281,0.007327305757519512
0.28200000000000003,0.004224902393675404
0.28300000000000003,0.0010136083138939124
0.28400000000000003,-0.002243903633433582
0.28500000000000003,-0.00548497829915465
0.28600000000000003,-0.008646978233356284
0.28700000000000003,-0.011667283685364429
0.28800000000000003,-0.014483292603744313
0.289,-0.01703242063630024
0.29,-0.01925210113007621
0.291,-0.02108998330345675
0.292,-0.02258591109107485
0.293,-0.02382869508896606
0.294,-0.0249076146944263
0.295,-0.02591196700399114
0.296,-0.026931066813434837
0.297,-0.028054246617771242
0.298,-0.029370856611253097
0.299,-0.03097026468737255
0.3,-0.03294185643886102
0.301,-0.035364279372768995
0.302,-0.0382159731188126
0.303,-0.04142084667906373
0.304,-0.0449022706915042
0.305,-0.04858359504198308
0.306,-0.052388177702745654
0.307,-0.05623939434527617
0.308,-0.06006063834029832
0.309,-0.06377532075777498
0.31,-0.06730687036690797
0.311,-0.07058586299644204
0.312,-0.07361139907476132
0.313,-0.07642080737150674
0.314,-0.07905184918128708
0.315,-0.08154230349794955
0.316,-0.08392996701458119
0.317,-0.08625265412350805
0.318,-0.08854819691629523
0.319,-0.09085444518374709
0.32,-0.0932092664159074
0.321,-0.09564690411468553
0.322,-0.09816552424720287
0.323,-0.10074267981072264
0.324,-0.10335569947056521
0.325,-0.10598192959129024
0.326,-0.10859873423669637
0.327,-0.11118349516982184
0.328,-0.11371361185294382
0.329,-0.11616650144757877
0.33,-0.11851959881448224
0.331,-0.12075297490137202
0.332,-0.12287349560056818
0.333,-0.12490372682263474
0.334,-0.1268664504633363
0.335,-0.12878446611767688
0.336,-0.13068059107989946
0.337,-0.13257766034348634
0.338,-0.13449852660115888
0.339,-0.13646606024487787
0.34,-0.13850314936584313
0.341,-0.14062986374086062
0.342,-0.14283635775213355
0.343,-0.14509484185435992
0.34400000000000003,-0.1473773000423911
0.34500000000000003,-0.14965573401031784
0.34600000000000003,-0.15190216315146998
0.34700000000000003,-0.15408862455841676
0.34800000000000003,-0.15618717302296645
0.34900000000000003,-0.15816988103616636
0.35000000000000003,-0.16000883878830321
0.35100000000000003,-0.1616790348541108
0.352,-0.16318706447362538
0.353,-0.1645596223015566
0.354,-0.16582374243884035
0.355,-0.16700644731346764
0.356,-0.1681347550062524
0.357,-0.16923567925083197
0.358,-0.17033622943366664
0.359,-0.17146341059404013
0.36,-0.1726442234240593
0.361,-0.17390303425384426
0.362,-0.1752346095307229
0.363,-0.17661507199804646
0.364,-0.1780202491933914
0.365,-0.17942596430715735
0.366,-0.1808080361825672
0.367,-0.18214227931566693
0.368,-0.18340450385532583
0.369,-0.18457051560323626
0.37,-0.18561611601391392
0.371,-0.18651945356675856
0.372,-0.1872860070942015
0.373,-0.18793888637195455
0.374,-0.1885014907500602
0.375,-0.18899721523138413
0.376,-0.1894494504716153
0.377,-0.18988158277926567
0.378,-0.19031699411567066
0.379,-0.19077906209498863
0.38,-0.19129115998420132
0.381,-0.19187477931726948
0.382,-0.19252885340135403
0.383,-0.1932374063646161
0.384,-0.1939841931772065
0.385,-0.19475296446209928
0.386,-0.19552746649509162
0.387,-0.19629144120480393
0.388,-0.1970286261726798
0.389,-0.197722754632986
0.39,-0.19835755547281256
0.391,-0.198918002410783
0.392,-0.19940457879743245
0.393,-0.1998282649061064
0.394,-0.20020023519057972
0.395,-0.20053165975745055
0.396,-0.20083370436614004
0.397,-0.20111753042889272
0.398,-0.20139429501077624
0.399,-0.20167515082968132
0.4,-0.2019712462563221
0.401,-0.20229302225034
0.402,-0.20264188543826436
0.403,-0.2030129777995808
0.404,-0.20340131124794372
0.405,-0.20380189887868258
0.406,-0.20420977155535847
0.40700000000000003,-0.20461996132320773
0.40800000000000003,-0.20502749588028998
0.40900000000000003,-0.20542739861805348
0.41000000000000003,-0.20581468881580497
0.41100000000000003,-0.20618448764551148
0.41200000000000003,-0.20653332251159975
0.41300000000000003,-0.20685871802236416
0.41400000000000003,-0.20715821576934723
0.41500000000000004,-0.20742935299691453
0.41600000000000004,-0.20766966260225495
0.417,-0.2078766731353804
0.418,-0.20804790879912613
0.419,-0.2081808894491505
0.42,-0.2082731305939351
0.421,-0.2083222918380688
0.422,-0.20832806997028616
0.423,-0.2082916419259879
0.424,-0.20821421377152485
0.425,-0.20809698722607098
0.426,-0.20794115966162352
0.427,-0.2077479241030029
0.428,-0.20751846922785266
0.429,-0.2072539793666396
0.43,-0.20695563450265372
0.431,-0.20662508038764235
0.432,-0.20627065302130299
0.433,-0.20590566916095374
0.434,-0.20554356008976338
0.435,-0.20519775274372382
0.436,-0.20488166971165006
0.437,-0.2046087292351805
0.438,-0.2043923452087765
0.439,-0.2042459271797228
0.44,-0.2041828803481272
0.441,-0.20421542160145
0.442,-0.20433829823456873
0.443,-0.20453293533441405
0.444,-0.2047804183105477
0.445,-0.2050618282253543
0.446,-0.2053582417940419
0.447,-0.20565073138464154
0.448,-0.2059203650180077
0.449,-0.20614820636781772
0.45,-0.20631531476057255
0.451,-0.20640385407883607
0.452,-0.2064126478311466
0.453,-0.20635346377164382
0.454,-0.20623890462143343
0.455,-0.2060815827094046
0.456,-0.20589410870699262
0.457,-0.20568909162817897
0.458,-0.20547913882949098
0.459,-0.2052768560100023
0.46,-0.20509484721133245
0.461,-0.20494507512337629
0.462,-0.20482936053017498
0.463,-0.2047414151855172
0.464,-0.20467472245735696
0.465,-0.2046227640561944
0.466,-0.20457902003507566
0.467,-0.20453696878959302
0.468,-0.20449008705788488
0.46900000000000003,-0.2044318499206355
0.47000000000000003,-0.20435573080107547
0.47100000000000003,-0.20425571098100953
0.47200000000000003,-0.20413414876667782
0.47300000000000003,-0.20400025998447135
0.47400000000000003,-0.20386346059883886
0.47500000000000003,-0.2037331649167753
0.47600000000000003,-0.20361878558782154
0.47700000000000004,-0.20352973360406468
0.47800000000000004,-0.20347541830013774
0.47900000000000004,-0.2034652473532199
0.48,-0.2035086267830364
0.481,-0.20361404415554143
0.482,-0.20377433737575185
0.483,-0.20396922649487526
0.484,-0.20417802442154312
0.485,-0.2043800424069332
0.486,-0.20455459004476917
0.487,-0.20468097527132073
0.488,-0.20473850436540392
0.489,-0.20470648194838056
0.49,-0.20456421098415872
0.491,-0.2042924065891651
0.492,-0.20389684224854274
0.493,-0.2034047964208836
0.494,-0.202844243825025
0.495,-0.20224315752235045
0.496,-0.2016295089167893
0.497,-0.20103126775481725
0.498,-0.20047640212545595
0.499,-0.19999287846027308
0.5,-0.1996086615333825
0.501,-0.1993502850620753
0.502,-0.1992179545045496
0.503,-0.19918874139258141
0.504,-0.19923892842041596
0.505,-0.1993447966248442
0.506,-0.1994826205498438
0.507,-0.19962865374050026
0.508,-0.19975914324908572
0.509,-0.19985033447041828
0.51,-0.19987847114186216
0.511,-0.19982087713078944
0.512,-0.19967558993044823
0.513,-0.1994592807883437
0.514,-0.19918928364725216
0.515,-0.198882930792496
0.516,-0.1985575528519435
0.517,-0.19823047879600925
0.518,-0.1979190359376539
0.519,-0.19764054993238395
0.52,-0.19741234477825223
0.521,-0.19725099390052012
0.522,-0.19715814945437526
0.523,-0.19712172076197088
0.524,-0.1971291027603769
0.525,-0.1971676887292093
0.526,-0.19722487029063027
0.527,-0.19728803740934803
0.528,-0.19734457839261685
0.529,-0.19738187989023703
0.53,-0.1973873268945551
0.531,-0.19734877516869065
0.532,-0.19726387634564713
0.533,-0.19713951878541758
0.534,-0.19698294966912336
0.535,-0.19680141452043204
0.536,-0.1966021572055573
0.537,-0.19639241993325882
0.538,-0.19617944325484238
0.539,-0.19597046606415983
0.54,-0.19577272559760908
0.541,-0.19559315642570668
0.542,-0.19543218855602096
0.543,-0.19528397269578443
0.544,-0.19514240195642477
0.545,-0.1950013677919158
0.546,-0.19485475999877722
0.547,-0.19469646671607496
0.548,-0.19452037442542106
0.549,-0.19432036795097346
0.55,-0.19409033045943633
0.551,-0.19382473076008702
0.552,-0.19353126242500698
0.553,-0.19323068927569365
0.554,-0.19294432987220259
0.555,-0.19269480447431908
0.556,-0.19250674563290363
0.557,-0.19240086400856857
0.558,-0.1923976303529369
0.559,-0.1925175187922168
0.56,-0.19278100682720148
0.561,-0.1932071418442921
0.562,-0.19378129637168573
0.5630000000000001,-0.19445476999377834
0.5640000000000001,-0.1951773525600078
0.5650000000000001,-0.19589883729439728
0.5660000000000001,-0.19656902079555483
0.5670000000000001,-0.19713770303667405
0.5680000000000001,-0.19755468736553333
0.5690000000000001,-0.19776978050449628
0.5700000000000001,-0.19773279255051165
0.5710000000000001,-0.19739565787260846
0.5720000000000001,-0.196762335480514
0.5730000000000001,-0.19589067571992863
0.5740000000000001,-0.19484102669315417
0.5750000000000001,-0.1936737398770774
0.5760000000000001,-0.1924491701231704
0.577,-0.1912276756574903
0.578,-0.19006961808067938
0.579,-0.18903536236796498
0.58,-0.1881852768691597
0.581,-0.18757765626007133
0.582,-0.18721756776320403
0.583,-0.1870536294113877
0.584,-0.18703174051860147
0.585,-0.1870978037734096
0.586,-0.18719772523896147
0.587,-0.1872774143529916
0.588,-0.18728278392781966
0.589,-0.18715975015035044
0.59,-0.18685423258207393
0.591,-0.18631390457253633
0.592,-0.18553335418334474
0.593,-0.18455810728337566
0.594,-0.18343624985659135
0.595,-0.18221587126153904
0.596,-0.18094506423135126
0.597,-0.17967192487374553
0.598,-0.1784445526710247
0.599,-0.17731105048007648
0.6,-0.17631952453237393
0.601,-0.1755165206073048
0.602,-0.17490472177272057
0.603,-0.17443805255387274
0.604,-0.17406789442003318
0.605,-0.1737456322150589
0.606,-0.173422654157392
0.607,-0.1730503583722104
0.608,-0.17258017248787869
0.609,-0.17196353403949705
0.61,-0.17115188393675082
0.611,-0.17009780356344845
0.612,-0.16878729276700394
0.613,-0.1672443842077617
0.614,-0.16549517916307163
0.615,-0.163565782474295
0.616,-0.16148230235809669
0.617,-0.1592708504057268
0.618,-0.15695754158302036
0.619,-0.15456849423039767
0.62,-0.1521298300628642
0.621,-0.14966734366015536
0.622,-0.14719664817475617
0.623,-0.1447214925659301
0.624,-0.14224495963567443
0.625,-0.13977013556057147
0.626,-0.13730010989178892
0.627,-0.13483797555507934
0.628,-0.1323868288507806
0.629,-0.12994953680386614
0.63,-0.12752095672835131
0.631,-0.1251043790762605
0.632,-0.12270260068372467
0.633,-0.12031093049608044
0.634,-0.11792416844882996
0.635,-0.11553703979812732
0.636,-0.11314419512077786
0.637,-0.11074021031423883
0.638,-0.10831958659661872
0.639,-0.10587675050667755
0.64,-0.10340605390382722
0.641,-0.10090178427259885
0.642,-0.09835850467460733
0.643,-0.09577113134038229
0.644,-0.09313453183898562
0.645,-0.09044349906013108
0.646,-0.08769275121418367
0.647,-0.08487693183216004
0.648,-0.08199060976572851
0.649,-0.07902827918720881
0.65,-0.07598435958957231
0.651,-0.07285362714794325
0.652,-0.06964620801949951
0.653,-0.06639144598575285
0.654,-0.06311982719756716
0.655,-0.059861763126458085
0.656,-0.056647590564592336
0.657,-0.05350757162478875
0.658,-0.05047189374051728
0.659,-0.047570669665899706
0.66,-0.04483393747570908
0.661,-0.042291144341455006
0.662,-0.03995222092139583
0.663,-0.03780212407073941
0.664,-0.035824107298012
0.665,-0.034001349432391324
0.666,-0.032316954623706616
0.667,-0.03075395234243873
0.668,-0.02929529737972018
0.669,-0.027923869847334762
0.67,-0.026622475177717944
0.671,-0.02537414827657041
0.672,-0.024173928992811067
0.673,-0.023032623896982497
0.674,-0.021962038765662006
0.675,-0.020973904696078627
0.676,-0.02007987810611268
0.677,-0.019291540734296474
0.678,-0.018620399639813368
0.679,-0.01807788720249871
0.68,-0.01767536112283916
0.681,-0.017423900914045085
0.682,-0.01732597702358156
0.683,-0.017372524224479876
0.684,-0.01755359778311485
0.685,-0.01785917828651316
0.686,-0.018279171642352855
0.687,-0.018803409078963423
0.6880000000000001,-0.01942164714532614
0.6890000000000001,-0.020123567711073785
0.6900000000000001,-0.02089877796649064
0.6910000000000001,-0.0217370028586709
0.6920000000000001,-0.02263643250676625
0.6930000000000001,-0.02360870794743681
0.6940000000000001,-0.024660959806635623
0.6950000000000001,-0.025796738095015127
0.6960000000000001,-0.02701970260189104
0.6970000000000001,-0.028333622895241994
0.6980000000000001,-0.029742378321709725
0.6990000000000001,-0.031249958006598848
0.7000000000000001,-0.03286046085387715
0.7010000000000001,-0.03457805847233696
0.7020000000000001,-0.03640529148045024
0.7030000000000001,-0.0383423585849458
0.704,-0.04038938376537986
0.705,-0.042546600779972646
0.706,-0.04481435316560653
0.707,-0.04719309423782715
0.708,-0.04968338034611875
0.709,-0.05228585063972998
0.71,-0.055001247301847946
0.711,-0.05783019030531817
0.712,-0.060761857251794706
0.713,-0.06376887246185045
0.714,-0.06682267266883529
0.715,-0.06989480438476221
0.716,-0.07295692390030767
0.717,-0.07598079728481061
0.718,-0.0789383003862734
0.719,-0.0818014188313611
0.72,-0.08454224802540221
0.721,-0.0871333760367981
0.722,-0.08956775367713803
0.723,-0.09186836211470732
0.724,-0.09406070148811806
0.725,-0.09617038171464543
0.726,-0.09822312249022744
0.727,-0.10024475328946549
0.728,-0.10226121336562354
0.729,-0.10429855175062896
0.73,-0.10638292725507201
0.731,-0.10854035130531434
0.732,-0.11078247073764146
0.733,-0.11309913966088514
0.734,-0.11547849879705296
0.735,-0.11790879864681562
0.736,-0.12037839948950681
0.737,-0.1228757713831232
0.738,-0.12538949416432454
0.739,-0.12790825744843382
0.74,-0.13042086062943672
0.741,-0.1329161753644434
0.742,-0.1353809321568943
0.743,-0.1377984823437777
0.744,-0.14015198691643363
0.745,-0.14242471664486558
0.746,-0.14460005207773965
0.747,-0.14666148354238528
0.748,-0.1485926111447949
0.749,-0.1503771447696238
0.75,-0.1519989040801905
0.751,-0.1534420339659075
0.752,-0.15470459580906062
0.753,-0.155806683045414
0.754,-0.15677044701792942
0.755,-0.1576181488482316
0.756,-0.15833004011878576
0.757,-0.1588832401633486
0.758,-0.15931801875329252
0.759,-0.15967429742205136
0.76,-0.1599913240892901
0.761,-0.1603075204544904
0.762,-0.16065016789975603
0.763,-0.16102884883805438
0.764,-0.16145090960669367
0.765,-0.16192302292921384
0.766,-0.1624511879153859
0.767,-0.16304073006121245
0.768,-0.16369630124892748
0.769,-0.16442187974699632
0.77,-0.16522077021011575
0.771,-0.16609559722169537
0.772,-0.16704783670233617
0.773,-0.16807749928851182
0.774,-0.1691838469960489
0.775,-0.17036546822700552
0.776,-0.1716202777696709
0.777,-0.172945516798566
0.778,-0.17433775287444295
0.779,-0.17579287994428547
0.78,-0.17730611834130847
0.781,-0.17887211171272638
0.782,-0.1804924960516166
0.783,-0.18218132320970198
0.784,-0.18395325136667126
0.785,-0.18582226508844432
0.786,-0.1878016753271727
0.787,-0.18990411942123925
0.788,-0.1921415610952581
0.789,-0.194525290460075
0.79,-0.19706592401276693
0.791,-0.1997733197462879
0.792,-0.2026494260101573
0.793,-0.20568285744737785
0.794,-0.20886027779667313
0.795,-0.21216767718299795
0.796,-0.21559037211753854
0.797,-0.21911300549771273
0.798,-0.22271954660716953
0.799,-0.22639329111578957
0.8,-0.2301168610796846
0.801,-0.2338722525110909
0.802,-0.23764516959104814
0.803,-0.24142849887475104
0.804,-0.24521527085876435
0.805,-0.24899784242588402
0.806,-0.25276789684513784
0.807,-0.25651645569430664
0.808,-0.2602217125028925
0.809,-0.2637738811281855
0.81,-0.2670397146318884
0.811,-0.26989413541359936
0.812,-0.2722148425339629
0.8130000000000001,-0.27387775469194925
0.8140000000000001,-0.27476593624111406
0.8150000000000001,-0.2747706702479928
0.8160000000000001,-0.2737914584921014
0.8170000000000001,-0.2717360214583401
0.8180000000000001,-0.26852029827958634
0.8190000000000001,-0.26406844676869545
0.8200000000000001,-0.25831284345124333
0.8210000000000001,-0.25119414433723336
0.8220000000000001,-0.24266781844340482
0.8230000000000001,-0.23270997137926222
0.8240000000000001,-0.22130630134202905
0.8250000000000001,-0.20845072524190938
0.8260000000000001,-0.19414537870208748
0.8270000000000001,-0.17840061605872798
0.8280000000000001,-0.1612350103609758
0.8290000000000001,-0.14267535337095627
0.8300000000000001,-0.12275665556377512
0.8310000000000001,-0.10152210132915805
0.8320000000000001,-0.07901779230877454
0.833,-0.05528781609716382
0.834,-0.030383312132306838
0.835,-0.004363638565172986
0.836,0.022703627740290805
0.837,0.05074269120715732
0.838,0.07966953754551888
0.839,0.10939193375248758
0.84,0.13983212251520738
0.841,0.17090641330517414
0.842,0.20221765474272102
0.843,0.23333720427073723
0.844,0.2638609743957079
0.845,0.29341135184423783
0.846,0.32163719756305437
0.847,0.3482138467190046
0.848,0.37284310869905757
0.849,0.3952532671103025
0.85,0.4151990797799503
0.851,0.4324618844250321
0.852,0.446864529685879
0.853,0.45828683831981
0.854,0.4666387995211457
0.855,0.47185687670432835
0.856,0.47390400750392114
0.857,0.4727696037746087
0.858,0.4684695515911954
0.859,0.4610462112486083
0.86,0.4505684172618941
0.861,0.4371313649062262
0.862,0.4208389116847731
0.863,0.40178434763487136
0.864,0.38008357323853376
0.865,0.35596910727509923
0.866,0.3297806015944608
0.867,0.30184527827413277
0.868,0.2724728300191871
0.869,0.24195542016225366
0.87,0.21056768266352033
0.871,0.17856680350285364
0.872,0.14620659976811898
0.873,0.11375355374409972
0.874,0.08146049543775741
0.875,0.04956272548361085
0.876,0.01827801514373706
0.877,-0.012193393692229134
0.878,-0.041668788507095364
0.879,-0.06998298615611127
0.88,-0.09698833286696885
0.881,-0.12255474657324873
0.882,-0.1465778769637015
0.883,-0.1689888382258493
0.884,-0.1897386450101819
0.885,-0.20879584133963056
0.886,-0.2261465006095693
0.887,-0.24179422558781363
0.888,-0.25570526562425916
0.889,-0.26781239826517206
0.89,-0.27820345900563137
0.891,-0.28697226791390373
0.892,-0.2942069621825807
0.893,-0.29998322262129723
0.894,-0.30437483521095315
0.895,-0.3074553548602345
0.896,-0.3092981054056142
0.897,-0.30997617961135115
0.898,-0.3095624391694913
0.899,-0.3081295146998667
0.9,-0.305749805750096
0.901,-0.3024955083254754
0.902,-0.2984453142838897
0.903,-0.2936931559688505
0.904,-0.2883349017276077
0.905,-0.2824661888351976
0.906,-0.27618242349444283
0.907,-0.2695787808359528
0.908,-0.26275020491812356
0.909,-0.2557914087271372
0.91,-0.24879686906463913
0.911,-0.2418607857758593
0.912,-0.23507007676240707
0.913,-0.2284948067464807
0.914,-0.22220241350184958
0.915,-0.2162601037300693
0.916,-0.21073485306048217
0.917,-0.20565317482934045
0.918,-0.20096478991394284
0.919,-0.1966418511195076
0.92,-0.19265702459484935
0.921,-0.18898306444483817
0.922,-0.18559534839122457
0.923,-0.18247549021745224
0.924,-0.17960609659298507
0.925,-0.17696985410151597
0.926,-0.1745495292409675
0.927,-0.17232796842349116
0.928,-0.17028809797546796
0.929,-0.16841292413750808
0.93,-0.166685533064451
0.931,-0.1650890994861294
0.932,-0.16361003132644772
0.933,-0.16224264591438178
0.934,-0.1609825349969045
0.935,-0.1598253702352178
0.936,-0.15876690320475315
0.937,-0.15780296539517108
0.9380000000000001,-0.1569294682103614
0.9390000000000001,-0.15614240296844362
0.9400000000000001,-0.15543784090176602
0.9410000000000001,-0.15481191957931573
0.9420000000000001,-0.15425511509518222
0.9430000000000001,-0.15374336318291865
0.9440000000000001,-0.1532599809294306
0.9450000000000001,-0.15279543917603314
0.9460000000000001,-0.15233550695357675
0.9470000000000001,-0.15186601389352444
0.9480000000000001,-0.15137285022795213
0.9490000000000001,-0.15084196678954848
0.9500000000000001,-0.15025937501161488
0.9510000000000001,-0.1496111630629201
0.9520000000000001,-0.1488914841094978
0.9530000000000001,-0.1481154780525073
0.9540000000000001,-0.14730172274261663
0.9550000000000001,-0.14646885663110676
0.9560000000000001,-0.1456355787698713
0.9570000000000001,-0.14482064881141662
